Question,Answer
688- ما أسم خازن الجنة وخازن النار ؟,     خازن الجنة اسمه رضوان وخازن النار اسمه مالك
689- بماذا أهلك الله قارون ؟,     أهلك الله قارون بخسف الأرض به وبداره
690- من هو سيد القراء ؟,     هو أُبي بن كعب رضي الله عنه
691- ما هما السورتان المسمَّاتان بالزهراوين ؟,     هما البقرة وآل عمران
692- ما المقصود بالمعجزة ؟,     المعجزة أمر خارق للعادة يُجريه الله على يد الرسل والأنبياء
693- ما هو الملتزَم ؟,     الملتزَم هو المسافة من الركن الشرقي للكعبة ( الحِجر) إلى باب الكعبة
694- ما هو الحطيم ؟,     الحطيم هو القوس المبني حول الكعبة قُبالة الحائط الشمالي
695- ما هو أكثر طعام الرسول وما فراشه ؟,     كان أكثر طعام الرسول التمر والماء وكان فراشه الحصير
696- بماذا كُنِّي الرسول؟,     كُنِّي الرسول بأبي القاسم
697- ماهى الفواسق الخمس؟,     هي التي يقتلن في الحل والحرم وهي : الحية ، الغراب ، الفأرة ، الكلب العقور 
698- ما هى الكلمة التي تُعتبر مُنصِّفة للقرآن؟,     هي كلمة ( وليتلطف ) في سورة الكهف
699- من هى اليهودية التي وضعت السم للرسول صلى الله عليه وسلم في الطعام؟,     هي زينب بنت الحارث ، امرأة سلام بن مشكم
700- ما اسم ناقة الرسول صلى الله عليه وسلم؟,     القصواء 
س702- كم تعدل الصلاة في المسجد النبوي ؟,     ج- الصلاة في المسجد النبوي تعادل ألف صلاة
س703- كم تعدل الصلاة في المسجد الأقصى ؟,     ج- الصلاة في المسجد الأقصى تعادل 500 صلاة
س704- كم عدد الهاجرين الذين هاجروا الهجرة الأولى للحبشة ؟ ,     ج- عددهم 16 شخصاََ وكانت هجرتهم سنة 5 للبعثة
س705- ما المدة التي قضاها المسلمون في حفر الخندق حول المدينة ؟,     ج- حفر الخندق في غزوة الأحزاب 15 يوماََ
س706- في أى سنة كانت بيعة العقبة الأولى و الثانية ؟,     ج- بيعة العقبة الأولى في السنة 12 للبعثة وبيعة العقبة الثانية في السنة 13 
س707- ما أسماء أسياف الرسول ؟,     ج- هي : ذو الفقار ، بتار ، الحيف ، رسوب ، المخذم
س708- ما هو تاريخ الهجرة إلي المدينة المنورة ؟,     ج- كانت في يوم 16 يوليو عام 624 م
س709- من هم أصهار رسول الله الذين تزوجوا بناته ؟,     ج- هم : علي ابن أبي طالب ، عثمان بن عفان ، العاص بن الربيع ، عتبة بن أبي 
س710- من هم أصحاب الأعراف ؟ ,     ج- هم قوم استوت حسناتهم وسيئاتهم فيكونون على جبل بين الجنَّة والنار إلى أن 
س711- ماهى عدد القراءات الصحيحة للقرآن ؟ ,     ج- عشر قراءات
س712- ما هما العينان اللتان التي لا تمسهما النار؟ ,     ج- عين بكت من خشية الله وعين باتت تحرس في سبيل الله
س713- لمن أُرسل النبي هود ؟ ,     ج- إلى قوم عاد
س714- لمن أُرسل النبي صالح ؟,     ج- إلى قوم ثمود
س715- لمن أُرسل النبي شعيب ؟,     ج- إلى أصحاب الأيكة
س716- لمن أُرسل النبي يونس ؟,     ج- إلى أهل نينوى
س717- لمن أُرسل النبي عيسى ؟,     ج- إلى بني إسرائيل
س718- ما هى أشهر كتب تفسير القرآن الكريم ؟,     ج- هي : تفسير القرآن العظيم لابن كثير، تفسير فتح القدير للشوكاني ، تفسير 
س719- ماذا تعرف عن حرب الفجَّار؟ ,     ج- وقعت بين قبائل العرب في الأشهر الحُرُم قبل بعثة النبي صلى الله عليه 
س720- ماهى سُور الحواميم (حم) السبعة ؟,     ج- هي : غافر ، فصلت ، الشورى ، الزخرف ، الدخان ، الجاثية ، الأحقاف
س721- من هو الذي استضاف الرسول في بيته عندما قدم المدينة ؟ ,     ج- أبو أيوب الأنصاري
س722- ما هو مكان دُفن الرسول ؟,     ج- في حجرة عائشة رضي الله عنها بجوار مسجده في المدينة المنورة
س723- ماذا تعرف عن السواك ؟,     ج- هو عود خشب من نوع خاص من شجر يسمي شجر الآراك واستخدام السواك سنة مؤكدة.
س724- ماهى مفسدات القلب الخمسة ؟ ,     ج- هي كثرة الخلطة، والتمني، والتعلق بغير الله، والشبع، والمنام.
س725- من أول من أذن في السماء؟,     ج- جبريل عليه السلام
س726- من أول من قدر الساعات الاثنى عشرة ؟,     ج- نوح عليه السلام في السفينة ليعرف مواقيت الصلاة
س727- من أول أول من ركب الخيل ؟ ,     ج- إسماعيل عليه السلام
س728- من أول من قال سبحان ربي الأعلى ؟,     ج- إسرافيل عليه السلام
س729- ماذايمرض الجسم ؟,     ج- أربعة أشياء الكلام الكثير والنوم الكثير والأكل الكثير والجماع الكثير
س730- ماذايهدم البدن ؟,     ج- أربعة الهم والحزن والجوع والسهر
س731- ماذاييبّس الوجه ويذهب ماءه وبهجته؟ ,     ج- أربعة الكذب والوقاحة والكثرة السؤال عن غير علم وكثرة الفجور
س732- ماذايزيد في ماء الوجه وبهجته ؟,     ج- أربعة التقوى والوفاء والكرم والمروءة
س733- ماذايجلب الرزق؟ ,     ج- أربعة قيام الليل وكثرة الاستغفار بالأسحار وتعاهد الصدقة والذكر أول 
س734- ماذا يمنع الرزق ؟ ,     ج- أربعة نوم الصبحة وقلة الصلاة والكسل والخيانة
س735- ما فضل قراءة سورة الصمد؟,     ج- الصمد : من قراها عدلت ثلث القران الكريم
س736- ما فضل قراءة سورة الكافرون؟,     ج- الكافرون : من قراها عدلت ربع القران الكريم
س737- ما فضل قراءة سورة التكاثر؟,     ج- التكاثر : من قراها في كل ليلة كأنه قرأ ألف آية
س738- ما فضل قراءة سورة الزلزلة؟,     ج- الزلزلة : من قراها في ليلة كانت له عدل نصف القران
س739- ما فضل قراءة سورة ألا على؟,     ألا على : كان رسول الله صلى الله علية وسلم يحب هذه السورة
س740- ما حكم العائد في هيبته ؟,"     قال صلى الله عليه وسلم "" العائد في هيبته كالكلب يقئ ثم يعود في قيئه """
س741- ما فضل قراءة سورة الملك؟,     الملك : من قراءها شفعت لصاحبها حتى يغفر له وهي المانعة المنجية من عذاب 
س742- ما فضل قراءة سورة الواقعة؟,     الواقعة : من قراءها كل ليلة لم تصبه فاقه أبدا
س743- ما فضل قراءة سورة الحشر؟,     الحشر : من قرأ خواتيم الحشر في يوم أو نهار فمات من يومه أو ليلته أوجب الله 
س744- ما فضل قراءة سورة الدخان؟,     الدخان : من قراها في ليلة الجمعة أو يوم الجمعة بنى الله له بيتا بالجنة
س745- ما فضل قراءة سورة الصافات؟,     الصافات : من قرا (يس) و (الصافات) يوم جمعه ثم سال الله أعطاه الله سؤاله
س746- ما فضل قراءة سورة يس؟,     يس : من قراها في ليلة اصبح مغفورا له.من قراها كتب له قراءتها قراءه القران 
س747- ما فضل قراءة سورة السجدة ؟,     السجدة من قرأ (الملك ) و ( السجدة ) بين المغرب والعشاء الآخرة فكأنما قام 
س748- ما فضل قراءة سورة الكهف؟,     الكهف من حفظ 10 آيات من أول سورة الكهف عصم من الدجال
س749- ما فضل قراءة سورة الأنعام؟,     الأنعام : من صلى الفجر في جماعه وقعد في مصلاه وقرأ ثلاث آيات من سورة 
س750- ما فضل قراءة سورة آل عمران؟,     آل عمران(190-200) : من قرأ آخر آل عمران في ليلة كتب له قيام ليلة
